,user_id,hash_tag_id,hashtag,owner_id,timestamps,owner_username,post,content,business_category,business_account,following,followers,like,comment
39,B5shB0jluJF,2192272379308597829,"['#4dcovers', '#4dcase']",10504741276,1575559254,4d_case_stores,55,"['Any photo on any back covers', '500+models available', '🙏resellers welcome 🙏']",Personal Goods & General Merchandise Stores,True,724,293,11,0
40,B5sg_Bhl4Ya,2192272187075298842,"['#4dcovers', '#4dcase']",10504741276,1575559231,4d_case_stores,55,"['Any photo on any back covers', '500+models available', '🙏resellers welcome 🙏']",Personal Goods & General Merchandise Stores,True,724,293,14,0
41,B5sdhqBp0if,2192256974839040159,"['#bollyshake', '#chutiyapa', '#masti', '#menshoes', '#casualshoes', '#cashondelivery', '#freedelivery', '#onlineshoppinginindia', '#shoppingindia', '#supreme', '#superdry', '#onlineshoppinginindia', '#onlineshopping', '', '#gujarat', '#delhi', '#ahmedabad', '#india', '#jaipur', '#kanpur', '#surat', '#kerala']",9380190311,1575557418,little.barrel,349,"[""Online Shoppe for Men's, Women's Apparels and  accessories."", 'COD Available', ' Easy Return', 'Click the link to visit online Store', '👇👇👇👇👇']",Personal Goods & General Merchandise Stores,True,7485,10005,174,0
42,B5sdBOSBian,2192254746025666215,"['#onlineshopping', '#shoppingindia', '#shoppingonline', '#sareeonlineshopping', '#sareeonline', '#fashion', '#fashioncollection', '#buyonline', '#onlineshop', '#onlineshoppingindia', '#shopping', '#shoppingonline', '#instasarees', '#instashop', '#instastore', '#instashopping', '', '#sareeindia']",15725226995,1575557152,onlineshopping_piuscollection,34,"['#whatsapp 📲6290346409', '#freedelivery', '#freeshipping', ' #refund #cod #return', '#Womensfashion #India #womenswear ', ' #wholesaleclothing #wholesale', '#buynow 👇']",Personal Goods & General Merchandise Stores,True,416,55,0,0
43,B5scVHmljDj,2192251715197481187,"['For', 'prices', 'ping', 'me', 'personally', '🙏🏻🙏🏻🙏🏻🙏🏻', '#kurta', '#kurtastyle', '#kurtapajama', '#kurtas', '#kurti', '#kurtis', '#kurtilover', '#kurtilover', '#designerkurti', '#kurtidresse', '#india', '#indiangirl', '#girlsindian', '#indianshopping', '#indiashop', '#shopindia', '#shoppingindia', '#shoppingdelhi', '#shopingonline', '#onlineindia', '#indiaonline', '#indianwedding', '#indiangirl', '#indianwomen', '#indianwomenwear#onlineshopping', '#onlineshop', '#online', '#shoplocal', '#shopping', '#shopsmall', '#indiaonlineshopping']",1553180530,1575556791,ritikasbusiness,1304,"['💐Best quality 💯 Lowest Price 💐', '💐Genuine Products 💐', '💐Exchange Available 💐', '💐 actual pictures available 💐', '💐 Worldwide Shipping 💐']",Personal Goods & General Merchandise Stores,True,265,567,2,0
44,B5scQkgle5p,2192251402637930089,"['For', 'prices', 'ping', 'me', 'personally', '🙏🏻🙏🏻🙏🏻🙏🏻', '#kurta', '#kurtastyle', '#kurtapajama', '#kurtas', '#kurti', '#kurtis', '#kurtilover', '#kurtilover', '#designerkurti', '#kurtidresse', '#india', '#indiangirl', '#girlsindian', '#indianshopping', '#indiashop', '#shopindia', '#shoppingindia', '#shoppingdelhi', '#shopingonline', '#onlineindia', '#indiaonline', '#indianwedding', '#indiangirl', '#indianwomen', '#indianwomenwear#onlineshopping', '#onlineshop', '#online', '#shoplocal', '#shopping', '#shopsmall', '#indiaonlineshopping']",1553180530,1575556753,ritikasbusiness,1304,"['💐Best quality 💯 Lowest Price 💐', '💐Genuine Products 💐', '💐Exchange Available 💐', '💐 actual pictures available 💐', '💐 Worldwide Shipping 💐']",Personal Goods & General Merchandise Stores,True,265,567,3,0
45,B5sasHrBZ3E,2192244499726835140,"['#jewelrygram', '#women', '#jewellerygifts#jewelryforwomen', '#weddingaccesories', '#weddingjewellery', '#earrings', '#lowestprice', '#shoppingonline', '#shoppingonlinemurah', '#shoppingindia', '#jewelleryindia', '#indianjewelry', '#collegewear', '#trendingjewellery', '#instajewelry']",16245331271,1575555931,jimmikikamal,363,"['Online shopping', 'We deals in latest fashion jewellery pieces ', 'We have unique types', 'DM for details and order', '❌No exchange', '❌No refunds', 'Cash on delivery']",Personal Goods & General Merchandise Stores,True,2769,1329,13,0
46,B5sadiVhLDf,2192243497564942559,"['#shoppingindia', '#shoppingonline', '#buyonline', '#indian', '#India', '#instashopping', '#instaonline', '#instafashion', '#instastore', '#kurti', '', '#kurticollection']",15725226995,1575555811,onlineshopping_piuscollection,34,"['#whatsapp 📲6290346409', '#freedelivery', '#freeshipping', ' #refund #cod #return', '#Womensfashion #India #womenswear ', ' #wholesaleclothing #wholesale', '#buynow 👇']",Personal Goods & General Merchandise Stores,True,416,55,3,0
47,B5sacpXhSWq,2192243436395242922,"['#jewelrygram', '#women', '#jewellerygifts#jewelryforwomen', '#weddingaccesories', '#weddingjewellery', '#earrings', '#lowestprice', '#shoppingonline', '#shoppingonlinemurah', '#shoppingindia', '#jewelleryindia', '#indianjewelry', '#collegewear', '#trendingjewellery', '#instajewelry']",16245331271,1575555804,jimmikikamal,363,"['Online shopping', 'We deals in latest fashion jewellery pieces ', 'We have unique types', 'DM for details and order', '❌No exchange', '❌No refunds', 'Cash on delivery']",Personal Goods & General Merchandise Stores,True,2769,1329,8,0
48,B5sYnFxlkvd,2192235357999090653,"['#onlineshopping', '#perkymegs', '#anaysa.in', '#fashionIndia', '#shrutiarjunanand', '#shystyles', '#shoppingindia', '#ourgujarat1', '#momcomindia', '#shardhdhakapoor', '#aliabutt', '#saraalikhan', '#realhinakhan', '#poojabenerjee', '#iamejf', '#riinkal', '#divyankatripathiishita', '#benatural', '#msdipika', '#shoaibibrahim', '#Suit', '#dipikapadukone', '#dishavakani', '#suitlover', '#thatglamgirl', '#kajol', '#kasautiizindagiikay2', '#suratfashion', '#surat', '#gujarat']",1089260060,1575554841,ayaz_azzu,362,['🌹We Only Fight With The Ones.. That We Love The Most💏'],Personal Goods & General Merchandise Stores,True,927,493,17,0
49,B5sVZTyHqs3,2192221216828205879,"['Pushkar', 'market🤗', 'what', 'are', 'they', 'waiting', 'for?', '🤔😊🇮🇳♥️']",18106659607,1575553155,followingmari,174,"['🌏 Passionate traveller who wants to inspire you to explore the world \U0001f9ed🗽🏖🎎🏕🏛🏝', '♥️ open your heart & mind to travel and expand 🤗']",,False,109,66,19,2
50,B5sUorSBaDk,2192217874805137636,"['#kundannecklace', '#kundanjewellery', '#kundan', '#kundanchoker', '#shoping']",15725226995,1575552757,onlineshopping_piuscollection,34,"['#whatsapp 📲6290346409', '#freedelivery', '#freeshipping', ' #refund #cod #return', '#Womensfashion #India #womenswear ', ' #wholesaleclothing #wholesale', '#buynow 👇']",Personal Goods & General Merchandise Stores,True,416,55,3,0
51,B5sTYumFlaa,2192212380804863642,['#mug#facemug#cutemug#cookiemug#cookiecups#cups#creative#creativemug#cupworld#ceramiccup#ceramics#ceramicmug#giftsforgf#giftsforbf#giftstoreindia#shippinginindia#indiastore#onlinestoreindia#shoppingindia#quirkyproducts#quirkymugs#flamingotoxic'],6344493590,1575552102,flamingotoxic,232,"['Enter the cutest toxic galaxy. ', 'Dm for order/enquiries/collaboration', 'We deliver across india']",Food & Personal Goods,True,3760,918,80,0
52,B5sRpgLlZME,2192204737465914116,['#fionasshoppe#resellerindia#mumbai#delhi#kolkata#bangalore#Hyderabad#Chennai#kochi#shoppingindia#sale#shopping#fashion#indianwear#wholesale#ethnicwear#delhishopping#mumbaishopping#bangaloreshopping#hyderabadshopping#kolkatashopping#chennaishopping#trustedseller#ethnicsaree#sareelover#partywear'],8621224386,1575551191,fionasshoppe,2151,[''],Personal Goods & General Merchandise Stores,True,33,379,1,0
53,B5sQ9qahX77,2192201724796960507,"['#sareelovers', '#sareelove', '#sarees', '#saree', '#ethnicfashion', '#ethnicwear']",15725226995,1575550831,onlineshopping_piuscollection,34,"['#whatsapp 📲6290346409', '#freedelivery', '#freeshipping', ' #refund #cod #return', '#Womensfashion #India #womenswear ', ' #wholesaleclothing #wholesale', '#buynow 👇']",Personal Goods & General Merchandise Stores,True,416,55,0,0
54,B5sQ7TgnXow,2192201562764180016,"['#onlineshopping', '#india', '#shoppingindia', '#fashioninspiration']",9190255704,1575550812,fashionnauthenticmakeup,780,"['Creating style statement', 'Make Up-ORIGINAL high end,imported frm US', 'Apparel/Accessories-Non branded,imported on order ', 'Serving frm #india🇮🇳', 'DM/WhatsApp']",Personal Goods & General Merchandise Stores,True,224,2750,74,0
55,B5sQ0vwlnG3,2192201112060588471,['#fionasshoppe#resellerindia#mumbai#delhi#kolkata#bangalore#Hyderabad#Chennai#kochi#shoppingindia#sale#shopping#fashion#indianwear#wholesale#ethnicwear#delhishopping#mumbaishopping#bangaloreshopping#hyderabadshopping#kolkatashopping#chennaishopping#trustedseller#kurtis#kurtistyle#modernindian'],8621224386,1575550758,fionasshoppe,2151,[''],Personal Goods & General Merchandise Stores,True,33,379,0,0
